center1,center2,far_base,close_base,far_ecc,close_ecc
"[(373.5, 5.5)]","[(219.5, -2.5)]","[(373.5, 5.5)]","[(219.5, -2.5)]",373.5404931195546,219.51423644037305
"[(494.5, 4.5)]","[(278.5, -8.5)]","[(494.5, 4.5)]","[(278.5, -8.5)]",494.5204748036223,278.62968255374375
"[(388.5, 14.5)]","[(231.5, -7.5)]","[(388.5, 14.5)]","[(231.5, -7.5)]",388.77049785188177,231.62145841868798
"[(264.5, -5.5)]","[(474.5, -11.5)]","[(474.5, -11.5)]","[(264.5, -5.5)]",474.63933676002875,264.5571771848195
"[(390.5, -6.5)]","[(200.5, -1.5)]","[(390.5, -6.5)]","[(200.5, -1.5)]",390.5540935645151,200.50561089405952
"[(352.5, -0.5)]","[(201.5, -5.5)]","[(352.5, -0.5)]","[(201.5, -5.5)]",352.50035460975073,201.57504805902937
"[(353.5, -1.5)]","[(200.5, -4.5)]","[(353.5, -1.5)]","[(200.5, -4.5)]",353.503182446778,200.55049239530678
"[(391.5, -5.5)]","[(225.5, 2.5)]","[(391.5, -5.5)]","[(225.5, 2.5)]",391.5386315550485,225.5138576673283
"[(378.5, 10.5)]","[(206.5, -7.5)]","[(378.5, 10.5)]","[(206.5, -7.5)]",378.6456126776065,206.63615366145393
"[(236.5, -3.5)]","[(402.5, -4.5)]","[(402.5, -4.5)]","[(236.5, -3.5)]",402.52515449348004,236.52589710219894
"[(447.5, 7.5)]","[(200.5, -4.5)]","[(447.5, 7.5)]","[(200.5, -4.5)]",447.5628447492039,200.55049239530678
"[(436.5, -2.5)]","[(252.5, -4.5)]","[(436.5, -2.5)]","[(252.5, -4.5)]",436.50715916236703,252.54009582638557
"[(451.5, -7.5)]","[(245.5, 4.5)]","[(451.5, -7.5)]","[(245.5, 4.5)]",451.562288062234,245.5412388988864
"[(364.5, -10.5)]","[(204.5, 3.5)]","[(364.5, -10.5)]","[(204.5, 3.5)]",364.6512032065711,204.52994890724437
"[(492.5, -18.5)]","[(293.5, -0.5)]","[(492.5, -18.5)]","[(293.5, -0.5)]",492.8473394470138,293.50042589406917
"[(383.5, 3.5)]","[(219.5, 1.5)]","[(383.5, 3.5)]","[(219.5, 1.5)]",383.5159709842603,219.5051252249022
"[(235.5, 8.5)]","[(439.5, 8.5)]","[(439.5, 8.5)]","[(235.5, 8.5)]",439.5821879921888,235.65334710120288
"[(344.5, -13.5)]","[(202.5, 1.5)]","[(344.5, -13.5)]","[(202.5, 1.5)]",344.7644123165847,202.50555547934974
"[(420.5, 3.5)]","[(247.5, -1.5)]","[(420.5, 3.5)]","[(247.5, -1.5)]",420.5145657405936,247.50454541280652
"[(459.5, 1.5)]","[(253.5, 4.5)]","[(459.5, 1.5)]","[(253.5, 4.5)]",459.5024483068616,253.53993768240932
"[(335.5, -10.5)]","[(200.5, 6.5)]","[(335.5, -10.5)]","[(200.5, 6.5)]",335.6642667904941,200.60533392709178
"[(210.5, -3.5)]","[(365.5, -6.5)]","[(365.5, -6.5)]","[(210.5, -3.5)]",365.55779296849903,210.52909537638735
"[(456.5, 3.5)]","[(204.5, 2.5)]","[(456.5, 3.5)]","[(204.5, 2.5)]",456.51341710841314,204.51528060269726
"[(379.5, 3.5)]","[(215.5, 3.5)]","[(379.5, 3.5)]","[(215.5, 3.5)]",379.51613931425896,215.52842039972361
"[(426.5, -12.5)]","[(240.5, -10.5)]","[(426.5, -12.5)]","[(240.5, -10.5)]",426.68313770290945,240.72910085820533
"[(381.5, 9.5)]","[(215.5, 8.5)]","[(381.5, 9.5)]","[(215.5, 8.5)]",381.6182647620525,215.667568261897
"[(267.5, -0.5)]","[(471.5, 7.5)]","[(471.5, 7.5)]","[(267.5, -0.5)]",471.55964628029824,267.5004672893115
"[(443.5, -4.5)]","[(251.5, -0.5)]","[(443.5, -4.5)]","[(251.5, -0.5)]",443.52282917568067,251.50049701740153
"[(487.5, 14.5)]","[(291.5, -4.5)]","[(487.5, 14.5)]","[(291.5, -4.5)]",487.7155933533395,291.5347320646375
"[(287.5, -0.5)]","[(496.5, 21.5)]","[(496.5, 21.5)]","[(287.5, -0.5)]",496.96529053848417,287.5004347822799
"[(441.5, 8.5)]","[(265.5, -9.5)]","[(441.5, 8.5)]","[(265.5, -9.5)]",441.5818157487919,265.66990796851644
"[(493.5, -6.5)]","[(264.5, 2.5)]","[(493.5, -6.5)]","[(264.5, 2.5)]",493.5428046279269,264.5118144809415
"[(381.5, 1.5)]","[(225.5, -4.5)]","[(381.5, 1.5)]","[(225.5, -4.5)]",381.5029488745795,225.5448957524865
"[(403.5, -3.5)]","[(200.5, -7.5)]","[(403.5, -3.5)]","[(200.5, -7.5)]",403.51517939229996,200.64022527898038
"[(265.5, 6.5)]","[(468.5, 15.5)]","[(468.5, 15.5)]","[(265.5, 6.5)]",468.75633329054875,265.57955493599275
"[(494.5, 16.5)]","[(227.5, -2.5)]","[(494.5, 16.5)]","[(227.5, -2.5)]",494.77520148042987,227.51373584906912
"[(346.5, -11.5)]","[(201.5, 8.5)]","[(346.5, -11.5)]","[(201.5, 8.5)]",346.69078441746905,201.67920071241852
"[(342.5, 8.5)]","[(203.5, 7.5)]","[(342.5, 8.5)]","[(203.5, 7.5)]",342.6054582168825,203.6381594888345
"[(507.5, -10.5)]","[(202.5, -5.5)]","[(507.5, -10.5)]","[(202.5, -5.5)]",507.6086090680496,202.57467758829088
"[(368.5, -7.5)]","[(208.5, 4.5)]","[(368.5, -7.5)]","[(208.5, 4.5)]",368.5763150285162,208.54855549727503
"[(217.5, 5.5)]","[(497.5, 19.5)]","[(497.5, 19.5)]","[(217.5, 5.5)]",497.8820141358794,217.5695291165562
"[(427.5, -3.5)]","[(221.5, 7.5)]","[(427.5, -3.5)]","[(221.5, 7.5)]",427.5143272452983,221.62693879580613
"[(406.5, -7.5)]","[(204.5, 7.5)]","[(406.5, -7.5)]","[(204.5, 7.5)]",406.5691823048077,204.63748434732088
"[(352.5, 5.5)]","[(208.5, -1.5)]","[(352.5, 5.5)]","[(208.5, -1.5)]",352.5429051902761,208.50539561363874
"[(214.5, 0.5)]","[(495.5, 1.5)]","[(495.5, 1.5)]","[(214.5, 0.5)]",495.50227042870347,214.50058274979114
"[(241.5, -0.5)]","[(439.5, 5.5)]","[(439.5, 5.5)]","[(241.5, -0.5)]",439.5344127596837,241.500517597789
"[(425.5, -1.5)]","[(207.5, 0.5)]","[(425.5, -1.5)]","[(207.5, 0.5)]",425.5026439400818,207.5006024087641
"[(393.5, 5.5)]","[(215.5, -3.5)]","[(393.5, 5.5)]","[(215.5, -3.5)]",393.5384352258366,215.52842039972361
"[(243.5, 8.5)]","[(466.5, 0.5)]","[(466.5, 0.5)]","[(243.5, 8.5)]",466.50026795276335,243.64831212220616
"[(450.5, 6.5)]","[(217.5, -8.5)]","[(450.5, 6.5)]","[(217.5, -8.5)]",450.546889901595,217.666028585078
"[(413.5, -1.5)]","[(243.5, 0.5)]","[(413.5, -1.5)]","[(243.5, 0.5)]",413.5027206681958,243.50051334648145
"[(444.5, 12.5)]","[(212.5, -6.5)]","[(444.5, 12.5)]","[(212.5, -6.5)]",444.6757245454265,212.59938852216862
"[(426.5, -0.5)]","[(233.5, 9.5)]","[(426.5, -0.5)]","[(233.5, 9.5)]",426.5002930831349,233.69317491103587
"[(409.5, 1.5)]","[(240.5, 8.5)]","[(409.5, 1.5)]","[(240.5, 8.5)]",409.5027472435319,240.6501610221776
"[(396.5, 3.5)]","[(213.5, 6.5)]","[(396.5, 3.5)]","[(213.5, 6.5)]",396.5154473661776,213.5989232182597
"[(213.5, 0.5)]","[(439.5, -3.5)]","[(439.5, -3.5)]","[(213.5, 0.5)]",439.51393607029115,213.5005854792909
"[(383.5, 0.5)]","[(215.5, 3.5)]","[(383.5, 0.5)]","[(215.5, 3.5)]",383.5003259451027,215.52842039972361
"[(293.5, 8.5)]","[(498.5, 9.5)]","[(498.5, 9.5)]","[(293.5, 8.5)]",498.5905133473761,293.6230576776967
"[(365.5, 3.5)]","[(210.5, 0.5)]","[(365.5, 3.5)]","[(210.5, 0.5)]",365.5167574817877,210.50059382339043
"[(271.5, 11.5)]","[(452.5, -4.5)]","[(452.5, -4.5)]","[(271.5, 11.5)]",452.52237513740687,271.7434451831359
"[(350.5, 9.5)]","[(205.5, -3.5)]","[(350.5, 9.5)]","[(205.5, -3.5)]",350.6287210141234,205.52980319165394
"[(300.5, 3.5)]","[(508.5, -17.5)]","[(508.5, -17.5)]","[(300.5, 3.5)]",508.8010416656004,300.5203820042827
"[(268.5, 8.5)]","[(472.5, 10.5)]","[(472.5, 10.5)]","[(268.5, 8.5)]",472.61665226692975,268.6345100689783
"[(200.5, -5.5)]","[(445.5, 8.5)]","[(445.5, 8.5)]","[(200.5, -5.5)]",445.58108128599895,200.57542222316272
"[(273.5, 8.5)]","[(465.5, -3.5)]","[(465.5, -3.5)]","[(273.5, 8.5)]",465.51315770878057,273.6320522161101
"[(274.5, 1.5)]","[(472.5, -12.5)]","[(472.5, -12.5)]","[(274.5, 1.5)]",472.6653149957166,274.50409833006137
"[(207.5, 0.5)]","[(465.5, 16.5)]","[(465.5, 16.5)]","[(207.5, 0.5)]",465.792335703369,207.5006024087641
"[(242.5, -1.5)]","[(440.5, 13.5)]","[(440.5, 13.5)]","[(242.5, -1.5)]",440.7068186447766,242.50463913088342
"[(277.5, -10.5)]","[(500.5, -13.5)]","[(500.5, -13.5)]","[(277.5, -10.5)]",500.6820348284927,277.69857759808565
"[(427.5, 9.5)]","[(227.5, -9.5)]","[(427.5, 9.5)]","[(227.5, -9.5)]",427.60554252722216,227.6982652547006
"[(426.5, -0.5)]","[(233.5, 9.5)]","[(426.5, -0.5)]","[(233.5, 9.5)]",426.5002930831349,233.69317491103587
"[(423.5, 11.5)]","[(230.5, -5.5)]","[(423.5, 11.5)]","[(230.5, -5.5)]",423.6561105425012,230.5656088838923
"[(230.5, -2.5)]","[(427.5, 10.5)]","[(427.5, 10.5)]","[(230.5, -2.5)]",427.6289279270054,230.51355708504434
"[(437.5, 9.5)]","[(207.5, -3.5)]","[(437.5, 9.5)]","[(207.5, -3.5)]",437.60313070178097,207.52951597302973
"[(465.5, 13.5)]","[(270.5, 5.5)]","[(465.5, 13.5)]","[(270.5, 5.5)]",465.69571610655817,270.55590919438447
"[(468.5, 7.5)]","[(240.5, -4.5)]","[(468.5, 7.5)]","[(240.5, -4.5)]",468.56002817141797,240.542096107937
"[(413.5, -1.5)]","[(243.5, 0.5)]","[(413.5, -1.5)]","[(243.5, 0.5)]",413.5027206681958,243.50051334648145
"[(415.5, 3.5)]","[(240.5, -4.5)]","[(415.5, 3.5)]","[(240.5, -4.5)]",415.51474101408246,240.542096107937
"[(475.5, 0.5)]","[(264.5, 9.5)]","[(475.5, 0.5)]","[(264.5, 9.5)]",475.500262881105,264.6705499295303
"[(230.5, -0.5)]","[(418.5, -13.5)]","[(418.5, -13.5)]","[(230.5, -0.5)]",418.7176853203122,230.5005422987113
"[(460.5, 4.5)]","[(270.5, 9.5)]","[(460.5, 4.5)]","[(270.5, 9.5)]",460.5219864458156,270.666769293905
"[(453.5, -15.5)]","[(237.5, 3.5)]","[(453.5, -15.5)]","[(237.5, 3.5)]",453.76480692094225,237.52578807363213
"[(478.5, -5.5)]","[(213.5, 6.5)]","[(478.5, -5.5)]","[(213.5, 6.5)]",478.53160815143656,213.5989232182597
"[(431.5, -10.5)]","[(252.5, -8.5)]","[(431.5, -10.5)]","[(252.5, -8.5)]",431.62773312195776,252.64302879755064
"[(348.5, 7.5)]","[(202.5, -1.5)]","[(348.5, 7.5)]","[(202.5, -1.5)]",348.5806936707769,202.50555547934974
"[(406.5, -7.5)]","[(204.5, 7.5)]","[(406.5, -7.5)]","[(204.5, 7.5)]",406.5691823048077,204.63748434732088
"[(444.5, 15.5)]","[(204.5, -0.5)]","[(444.5, 15.5)]","[(204.5, -0.5)]",444.7701653663384,204.50061124603027
"[(441.5, -8.5)]","[(240.5, 3.5)]","[(441.5, -8.5)]","[(240.5, 3.5)]",441.5818157487919,240.52546642715402
"[(335.5, -4.5)]","[(200.5, 8.5)]","[(335.5, -4.5)]","[(200.5, 8.5)]",335.5301774803572,200.6800936814611
"[(408.5, 17.5)]","[(222.5, -6.5)]","[(408.5, 17.5)]","[(222.5, -6.5)]",408.8746751756582,222.59492357194492
"[(507.5, 7.5)]","[(277.5, -1.5)]","[(507.5, 7.5)]","[(277.5, -1.5)]",507.55541569369547,277.50405402444125
"[(397.5, 1.5)]","[(213.5, -0.5)]","[(397.5, 1.5)]","[(213.5, -0.5)]",397.50283017860386,213.5005854792909
"[(202.5, 0.5)]","[(369.5, 14.5)]","[(369.5, 14.5)]","[(202.5, 0.5)]",369.7843966421515,202.50061728300977
"[(349.5, -13.5)]","[(201.5, 7.5)]","[(349.5, -13.5)]","[(201.5, 7.5)]",349.76063243309704,201.63952985463936
"[(242.5, -1.5)]","[(440.5, 13.5)]","[(440.5, 13.5)]","[(242.5, -1.5)]",440.7068186447766,242.50463913088342
"[(501.5, -7.5)]","[(272.5, 6.5)]","[(501.5, -7.5)]","[(272.5, 6.5)]",501.55607861933044,272.5775119117496
"[(412.5, -14.5)]","[(232.5, -5.5)]","[(412.5, -14.5)]","[(232.5, -5.5)]",412.7547698089024,232.5650446649281
"[(474.5, 12.5)]","[(224.5, 4.5)]","[(474.5, 12.5)]","[(224.5, 4.5)]",474.6646184412738,224.54509569349315
"[(457.5, -10.5)]","[(271.5, 10.5)]","[(457.5, -10.5)]","[(271.5, 10.5)]",457.62047594048937,271.70296281049275
"[(440.5, 13.5)]","[(235.5, -2.5)]","[(440.5, 13.5)]","[(235.5, -2.5)]",440.7068186447766,235.51326926523694
"[(249.5, 9.5)]","[(479.5, -11.5)]","[(479.5, -11.5)]","[(249.5, 9.5)]",479.6378842418518,249.680796217891
"[(400.5, 5.5)]","[(213.5, -6.5)]","[(400.5, 5.5)]","[(213.5, -6.5)]",400.5377635130051,213.5989232182597
"[(218.5, -1.5)]","[(454.5, -14.5)]","[(454.5, -14.5)]","[(218.5, -1.5)]",454.73123930515266,218.50514868075763
"[(412.5, 8.5)]","[(245.5, -6.5)]","[(412.5, 8.5)]","[(245.5, -6.5)]",412.58756646316914,245.58603380485624
"[(392.5, -1.5)]","[(217.5, -6.5)]","[(392.5, -1.5)]","[(217.5, -6.5)]",392.5028662315729,217.5971047601507
"[(353.5, 9.5)]","[(206.5, 1.5)]","[(353.5, 9.5)]","[(206.5, 1.5)]",353.6276290110828,206.50544787002593
"[(417.5, -7.5)]","[(241.5, 1.5)]","[(417.5, -7.5)]","[(241.5, 1.5)]",417.56735983551204,241.50465834016535
"[(418.5, 1.5)]","[(200.5, -2.5)]","[(418.5, 1.5)]","[(200.5, -2.5)]",418.5026881634095,200.51558542916308
"[(390.5, -14.5)]","[(233.5, 0.5)]","[(390.5, -14.5)]","[(233.5, 0.5)]",390.76911341609383,233.50053533129213
"[(343.5, -3.5)]","[(203.5, -7.5)]","[(343.5, -3.5)]","[(203.5, -7.5)]",343.51783068714207,203.6381594888345
"[(414.5, -3.5)]","[(246.5, -0.5)]","[(414.5, -3.5)]","[(246.5, -0.5)]",414.5147765761795,246.5005070988699
"[(386.5, 1.5)]","[(231.5, -9.5)]","[(386.5, 1.5)]","[(231.5, -9.5)]",386.5029107264265,231.69484241130618
"[(437.5, -0.5)]","[(251.5, -10.5)]","[(437.5, -0.5)]","[(251.5, -10.5)]",437.50028571419244,251.71908946283753
"[(210.5, -8.5)]","[(475.5, 9.5)]","[(475.5, 9.5)]","[(210.5, -8.5)]",475.59489063697896,210.67154530215987
"[(356.5, 4.5)]","[(200.5, 4.5)]","[(356.5, 4.5)]","[(200.5, 4.5)]",356.52839999080015,200.55049239530678
"[(337.5, 3.5)]","[(201.5, 3.5)]","[(337.5, 3.5)]","[(201.5, 3.5)]",337.51814766024063,201.53039472992654
"[(399.5, -15.5)]","[(213.5, 5.5)]","[(399.5, -15.5)]","[(213.5, 5.5)]",399.80057528722995,213.57083134173544
"[(218.5, 0.5)]","[(497.5, -12.5)]","[(497.5, -12.5)]","[(218.5, 0.5)]",497.65701039973305,218.50057208163093
"[(214.5, 0.5)]","[(495.5, 1.5)]","[(495.5, 1.5)]","[(214.5, 0.5)]",495.50227042870347,214.50058274979114
"[(453.5, 4.5)]","[(217.5, 1.5)]","[(453.5, 4.5)]","[(217.5, 1.5)]",453.5223258010569,217.50517235229142
"[(451.5, -14.5)]","[(200.5, 0.5)]","[(451.5, -14.5)]","[(200.5, 0.5)]",451.7327749898163,200.50062344042723
"[(508.5, -8.5)]","[(223.5, 0.5)]","[(508.5, -8.5)]","[(223.5, 0.5)]",508.5710373192716,223.50055928341655
"[(401.5, -6.5)]","[(226.5, -9.5)]","[(401.5, -6.5)]","[(226.5, -9.5)]",401.5526117459579,226.6991398307457
"[(379.5, 16.5)]","[(211.5, -7.5)]","[(379.5, 16.5)]","[(211.5, -7.5)]",379.85852629630415,211.6329369450795
"[(210.5, -8.5)]","[(475.5, 9.5)]","[(475.5, 9.5)]","[(210.5, -8.5)]",475.59489063697896,210.67154530215987
"[(230.5, -0.5)]","[(418.5, -13.5)]","[(418.5, -13.5)]","[(230.5, -0.5)]",418.7176853203122,230.5005422987113
"[(421.5, 8.5)]","[(238.5, 5.5)]","[(421.5, 8.5)]","[(238.5, 5.5)]",421.58569710083856,238.56340876169588
"[(342.5, -13.5)]","[(204.5, -4.5)]","[(342.5, -13.5)]","[(204.5, -4.5)]",342.7659551355706,204.54950501040085
"[(473.5, -10.5)]","[(264.5, -10.5)]","[(473.5, -10.5)]","[(264.5, -10.5)]",473.61640596584067,264.7083300540427
"[(272.5, -8.5)]","[(475.5, -8.5)]","[(475.5, -8.5)]","[(272.5, -8.5)]",475.5759665920893,272.63253657624944
"[(425.5, 12.5)]","[(232.5, 5.5)]","[(425.5, 12.5)]","[(232.5, 5.5)]",425.68356792340484,232.5650446649281
"[(407.5, 9.5)]","[(233.5, -7.5)]","[(407.5, 9.5)]","[(233.5, -7.5)]",407.6107211543877,233.62041862816702
"[(415.5, -11.5)]","[(225.5, 1.5)]","[(415.5, -11.5)]","[(225.5, 1.5)]",415.65911514124167,225.50498885833989
"[(352.5, 5.5)]","[(208.5, -1.5)]","[(352.5, 5.5)]","[(208.5, -1.5)]",352.5429051902761,208.50539561363874
"[(409.5, 1.5)]","[(240.5, 8.5)]","[(409.5, 1.5)]","[(240.5, 8.5)]",409.5027472435319,240.6501610221776
"[(511.5, 8.5)]","[(219.5, -8.5)]","[(511.5, 8.5)]","[(219.5, -8.5)]",511.57062073578857,219.66451693434695
"[(460.5, 17.5)]","[(265.5, 11.5)]","[(460.5, 17.5)]","[(265.5, 11.5)]",460.8323990346165,265.74894167239876
"[(446.5, 8.5)]","[(253.5, -2.5)]","[(446.5, 8.5)]","[(253.5, -2.5)]",446.5808997259063,253.51232711645403
"[(366.5, -8.5)]","[(204.5, -5.5)]","[(366.5, -8.5)]","[(204.5, -5.5)]",366.59855427974617,204.57394751042958
"[(379.5, 16.5)]","[(218.5, 2.5)]","[(379.5, 16.5)]","[(218.5, 2.5)]",379.85852629630415,218.5143015914519
"[(305.5, 8.5)]","[(508.5, -8.5)]","[(508.5, -8.5)]","[(305.5, 8.5)]",508.5710373192716,305.61822589629696
"[(389.5, -12.5)]","[(202.5, -1.5)]","[(389.5, -12.5)]","[(202.5, -1.5)]",389.7005260453211,202.50555547934974
"[(231.5, 0.5)]","[(504.5, -2.5)]","[(504.5, -2.5)]","[(231.5, 0.5)]",504.50619421370834,231.50053995617375
"[(228.5, -0.5)]","[(427.5, 12.5)]","[(427.5, 12.5)]","[(228.5, -0.5)]",427.68270949384896,228.50054704529703
"[(433.5, -16.5)]","[(202.5, 3.5)]","[(433.5, -16.5)]","[(202.5, 3.5)]",433.8139001922368,202.53024465496506
"[(222.5, -2.5)]","[(415.5, -12.5)]","[(415.5, -12.5)]","[(222.5, -2.5)]",415.6879839495003,222.5140445005663
"[(370.5, 8.5)]","[(217.5, 6.5)]","[(370.5, 8.5)]","[(217.5, 6.5)]",370.5974905473592,217.5971047601507
"[(370.5, -2.5)]","[(202.5, -8.5)]","[(370.5, -2.5)]","[(202.5, -8.5)]",370.5084344519029,202.67831655112985
"[(282.5, 8.5)]","[(502.5, 19.5)]","[(502.5, 19.5)]","[(282.5, 8.5)]",502.8782158733862,282.62784717716687
"[(484.5, -4.5)]","[(269.5, -6.5)]","[(484.5, -4.5)]","[(269.5, -6.5)]",484.52089738214596,269.57837450359403
"[(440.5, -4.5)]","[(212.5, -0.5)]","[(440.5, -4.5)]","[(212.5, -0.5)]",440.5229846443883,212.50058823447995
"[(202.5, -4.5)]","[(475.5, -17.5)]","[(475.5, -17.5)]","[(202.5, -4.5)]",475.82192047025325,202.5499938286842
"[(370.5, 5.5)]","[(220.5, -6.5)]","[(370.5, 5.5)]","[(220.5, -6.5)]",370.540820963089,220.5957841845578
"[(242.5, -10.5)]","[(415.5, 1.5)]","[(415.5, 1.5)]","[(242.5, -10.5)]",415.5027075724056,242.72721314265527
"[(213.5, -5.5)]","[(478.5, 18.5)]","[(478.5, 18.5)]","[(213.5, -5.5)]",478.8574944594686,213.57083134173544
"[(442.5, 18.5)]","[(235.5, -2.5)]","[(442.5, 18.5)]","[(235.5, -2.5)]",442.88655432288755,235.51326926523694
"[(427.5, 16.5)]","[(230.5, 5.5)]","[(427.5, 16.5)]","[(230.5, 5.5)]",427.81830255378276,230.5656088838923
"[(449.5, -14.5)]","[(247.5, 1.5)]","[(449.5, -14.5)]","[(247.5, 1.5)]",449.7338101588538,247.50454541280652
"[(457.5, 3.5)]","[(207.5, 8.5)]","[(457.5, 3.5)]","[(207.5, 8.5)]",457.5133877822593,207.67402341169202
"[(372.5, 1.5)]","[(212.5, 2.5)]","[(372.5, 1.5)]","[(212.5, 2.5)]",372.50302012198506,212.5147053735341
"[(262.5, -7.5)]","[(484.5, -14.5)]","[(484.5, -14.5)]","[(262.5, -7.5)]",484.7169277011068,262.60712100017395
"[(352.5, 5.5)]","[(208.5, -1.5)]","[(352.5, 5.5)]","[(208.5, -1.5)]",352.5429051902761,208.50539561363874
"[(244.5, -4.5)]","[(439.5, 12.5)]","[(439.5, 12.5)]","[(244.5, -4.5)]",439.6777228834775,244.54140753663785
"[(397.5, -5.5)]","[(219.5, -0.5)]","[(397.5, -5.5)]","[(219.5, -0.5)]",397.5380484934744,219.50056947534327
"[(442.5, -13.5)]","[(239.5, -0.5)]","[(442.5, -13.5)]","[(239.5, -0.5)]",442.7058843069516,239.50052192009937
"[(262.5, 2.5)]","[(445.5, -5.5)]","[(445.5, -5.5)]","[(262.5, 2.5)]",445.53394932373,262.51190449196775
"[(361.5, -9.5)]","[(207.5, 1.5)]","[(361.5, -9.5)]","[(207.5, 1.5)]",361.624805565105,207.50542161591827
"[(378.5, 15.5)]","[(200.5, -2.5)]","[(378.5, 15.5)]","[(200.5, -2.5)]",378.81723825612795,200.51558542916308
"[(468.5, 14.5)]","[(270.5, 1.5)]","[(468.5, 14.5)]","[(270.5, 1.5)]",468.72433263059855,270.50415893290807
"[(353.5, -7.5)]","[(211.5, -1.5)]","[(353.5, -7.5)]","[(211.5, -1.5)]",353.5795525762201,211.5053190820505
"[(409.5, 1.5)]","[(240.5, 8.5)]","[(409.5, 1.5)]","[(240.5, 8.5)]",409.5027472435319,240.6501610221776
"[(356.5, 4.5)]","[(213.5, -2.5)]","[(356.5, 4.5)]","[(213.5, -2.5)]",356.52839999080015,213.514636500639
"[(388.5, -12.5)]","[(216.5, 7.5)]","[(388.5, -12.5)]","[(216.5, 7.5)]",388.7010419332575,216.6298686700428
"[(382.5, -9.5)]","[(219.5, 9.5)]","[(382.5, -9.5)]","[(219.5, 9.5)]",382.6179556685755,219.7054846834735
"[(417.5, -7.5)]","[(241.5, 1.5)]","[(417.5, -7.5)]","[(241.5, 1.5)]",417.56735983551204,241.50465834016535
"[(378.5, -12.5)]","[(214.5, -0.5)]","[(378.5, -12.5)]","[(214.5, -0.5)]",378.70635062010774,214.50058274979114
"[(444.5, 15.5)]","[(204.5, -0.5)]","[(444.5, 15.5)]","[(204.5, -0.5)]",444.7701653663384,204.50061124603027
"[(215.5, 6.5)]","[(461.5, -17.5)]","[(461.5, -17.5)]","[(215.5, 6.5)]",461.83167929452395,215.59800555663776
"[(284.5, -7.5)]","[(497.5, 6.5)]","[(497.5, 6.5)]","[(284.5, -7.5)]",497.542460499604,284.59884047550156
"[(230.5, -0.5)]","[(418.5, -13.5)]","[(418.5, -13.5)]","[(230.5, -0.5)]",418.7176853203122,230.5005422987113
"[(218.5, 0.5)]","[(497.5, -12.5)]","[(497.5, -12.5)]","[(218.5, 0.5)]",497.65701039973305,218.50057208163093
"[(241.5, -0.5)]","[(439.5, 5.5)]","[(439.5, 5.5)]","[(241.5, -0.5)]",439.5344127596837,241.500517597789
"[(400.5, 5.5)]","[(213.5, -6.5)]","[(400.5, 5.5)]","[(213.5, -6.5)]",400.5377635130051,213.5989232182597
"[(383.5, 9.5)]","[(227.5, -4.5)]","[(383.5, 9.5)]","[(227.5, -4.5)]",383.6176481863159,227.5445011420843
"[(214.5, -3.5)]","[(406.5, -12.5)]","[(406.5, -12.5)]","[(214.5, -3.5)]",406.69214401067546,214.52855287816584
"[(336.5, 5.5)]","[(200.5, -7.5)]","[(336.5, 5.5)]","[(200.5, -7.5)]",336.5449449924928,200.64022527898038
"[(407.5, 17.5)]","[(233.5, 4.5)]","[(407.5, 17.5)]","[(233.5, 4.5)]",407.87559377829905,233.5433578588781
"[(443.5, -9.5)]","[(262.5, -0.5)]","[(443.5, -9.5)]","[(262.5, -0.5)]",443.6017357946202,262.50047619004425
"[(337.5, 3.5)]","[(201.5, 3.5)]","[(337.5, 3.5)]","[(201.5, 3.5)]",337.51814766024063,201.53039472992654
"[(204.5, -1.5)]","[(469.5, 10.5)]","[(469.5, 10.5)]","[(204.5, -1.5)]",469.61739746308376,204.5055011485021
"[(373.5, -12.5)]","[(201.5, -1.5)]","[(373.5, -12.5)]","[(201.5, -1.5)]",373.7091114757573,201.50558304920486
"[(337.5, 3.5)]","[(201.5, 3.5)]","[(337.5, 3.5)]","[(201.5, 3.5)]",337.51814766024063,201.53039472992654
"[(398.5, 6.5)]","[(214.5, 7.5)]","[(398.5, 6.5)]","[(214.5, 7.5)]",398.5530077668465,214.63107883062975
"[(335.5, -1.5)]","[(200.5, -8.5)]","[(335.5, -1.5)]","[(200.5, -8.5)]",335.503353187416,200.6800936814611
"[(461.5, -14.5)]","[(215.5, 5.5)]","[(461.5, -14.5)]","[(215.5, 5.5)]",461.72773362664714,215.57017418928808
"[(457.5, -13.5)]","[(235.5, 3.5)]","[(457.5, -13.5)]","[(235.5, 3.5)]",457.6991369884807,235.52600705654567
"[(382.5, -13.5)]","[(211.5, 1.5)]","[(382.5, -13.5)]","[(211.5, 1.5)]",382.7381611493685,211.5053190820505
"[(397.5, -5.5)]","[(219.5, -0.5)]","[(397.5, -5.5)]","[(219.5, -0.5)]",397.5380484934744,219.50056947534327
"[(423.5, -8.5)]","[(223.5, -2.5)]","[(423.5, -8.5)]","[(223.5, -2.5)]",423.58529247366465,223.51398166557723
"[(378.5, 2.5)]","[(226.5, 3.5)]","[(378.5, 2.5)]","[(226.5, 3.5)]",378.5082561847231,226.52704032852236
"[(441.5, 18.5)]","[(265.5, -11.5)]","[(441.5, 18.5)]","[(265.5, -11.5)]",441.8874291038386,265.74894167239876
"[(468.5, 5.5)]","[(252.5, 5.5)]","[(468.5, 5.5)]","[(252.5, 5.5)]",468.53228277248945,252.55989388657892
